Geographic Area Name,Estimate!!Percent below poverty level!!Population for whom poverty status is determined,Geographic Area Name_x,Area_Type,Tract_x,Plurality Race,Tract_y, !!Total:!!Population of one race:!!White alone_PROPORTION, !!Total:!!Population of one race:!!Black or African American alone_PROPORTION, !!Total:!!Population of one race:!!American Indian and Alaska Native alone_PROPORTION, !!Total:!!Population of one race:!!Asian alone_PROPORTION, !!Total:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone_PROPORTION, !!Total:!!Population of one race:!!Some Other Race alone_PROPORTION,FIPS Code 2020,California Census tracts,Number of people in state prison from each Census tract 2020,"Census population, 2020","Total population, 2020","Imprisonment rate per 100,000",Geographic Area Name_y,Estimate!!Total!!Population 16 years and over,Estimate!!Unemployment rate!!Population 16 years and over,Estimate!!Total!!Population 16 years and over!!AGE!!16 to 19 years,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency),Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher
4028.03,12.8,4028.03,Urban,4028.03,Some Other Race,4028.03,0.12221203788573175,0.016193095019859455,0.013443324167430493,0.06599450045829514,0.00030553009471432935,0.5768408188206539,6037402803,4028.03,12,"3,273","3,285",365,4028.03,2550,4.9,257,1814,770,425,395,224
4028.04,20.2,4028.04,Urban,4028.04,Some Other Race,4028.04,0.14750434566674944,0.04221504842314378,0.019865905140302956,0.1333498882542836,0.0004966476285075739,0.48125155202383907,6037402804,4028.04,19,"4,027","4,046",470,4028.04,3073,7.2,282,2150,961,523,535,131
4029.02,20.9,4029.02,Urban,4029.02,Some Other Race,4029.02,0.17984247374562426,0.0485705950991832,0.032526254375729285,0.11697782963827305,0.001896149358226371,0.46966161026837805,6037402902,4029.02,41,"6,856","6,897",594,4029.02,5816,5.0,492,3806,1615,1064,766,361
4029.03,23.5,4029.03,Urban,4029.03,Some Other Race,4029.03,0.16998149861239592,0.06290471785383904,0.014801110083256245,0.12141535615171138,0.004856614246068455,0.44819611470860315,6037402903,4029.03,20,"4,324","4,344",460,4029.03,2947,8.0,387,1824,610,481,522,211
4029.04,11.6,4029.04,Urban,4029.04,Some Other Race,4029.04,0.18025513033832502,0.013311148086522463,0.027731558513588463,0.03882418191902385,0.0011092623405435386,0.5612867443150305,6037402904,4029.04,32,"3,606","3,638",880,4029.04,2711,5.1,193,1881,566,607,502,206
4033.05,7.7,4033.05,Urban,4033.05,Asian,4033.05,0.12283236994219653,0.009152215799614644,0.0009633911368015414,0.7326589595375722,0.0,0.042870905587668595,6037403305,4033.05,1,"2,076","2,077",48,4033.05,1846,3.5,123,1281,6,155,277,843
4033.16,7.6,4033.16,Urban,4033.16,Asian,4033.16,0.2482311320754717,0.06426886792452831,0.007517688679245283,0.4230542452830189,0.0026533018867924527,0.109375,6037403316,4033.16,12,"6,784","6,796",177,4033.16,5935,1.7,210,3921,132,435,1116,2238
4033.17,4.6,4033.17,Urban,4033.17,Asian,4033.17,0.24813652412710868,0.0796390741467242,0.007257748136524127,0.3723028638681836,0.000980776775205963,0.13240486465280502,6037403317,4033.17,11,"5,098","5,109",215,4033.17,4537,3.2,280,2984,192,329,968,1495
4033.18,10.3,4033.18,Urban,4033.18,Asian,4033.18,0.2463565891472868,0.08139534883720931,0.008992248062015503,0.34744186046511627,0.0027906976744186047,0.14263565891472868,6037403318,4033.18,13,"6,450","6,463",201,4033.18,5214,6.7,509,2886,152,471,1203,1060
4033.19,7.2,4033.19,Urban,4033.19,Asian,4033.19,0.20028476506881823,0.04888467014712862,0.008780256288561937,0.5348837209302325,0.0023730422401518746,0.08946369245372568,6037403319,4033.19,6,"4,214","4,220",142,4033.19,3696,8.6,211,2490,104,257,604,1525
4033.2,3.7,4033.2,Urban,4033.2,Asian,4033.2,0.14846447392331455,0.03343630746865346,0.002725785934944576,0.6823550790477921,0.001453752498637107,0.05269852807559513,6037403320,4033.2,12,"5,503","5,515",218,4033.2,4043,1.6,197,2766,34,237,655,1840
4033.21,10.9,4033.21,Urban,4033.21,Asian,4033.21,0.23772511848341232,0.04037914691943128,0.0064454976303317535,0.4709004739336493,0.0007582938388625592,0.10786729857819906,6037403321,4033.21,8,"5,275","5,283",151,4033.21,4839,9.4,270,3173,170,443,980,1580
4033.23,3.0,4033.23,Urban,4033.23,Asian,4033.23,0.14976303317535544,0.02218009478672986,0.0015165876777251184,0.722654028436019,0.0018957345971563982,0.030142180094786728,6037403323,4033.23,6,"5,275","5,281",114,4033.23,4671,7.6,391,3070,129,368,723,1850
4033.24,10.0,4033.24,Urban,4033.24,Asian,4033.24,0.13766114180478822,0.030233271945979127,0.0038367096378146104,0.714548802946593,0.00046040515653775324,0.04742173112338858,6037403324,4033.24,8,"6,516","6,524",123,4033.24,5904,2.1,253,4107,242,532,833,2500
4033.25,5.6,4033.25,Urban,4033.25,Asian,4033.25,0.1790425932906144,0.01960045231813042,0.006784771956275914,0.6396532227666792,0.0018846588767433095,0.06652845834903882,6037403325,4033.25,13,"5,306","5,319",244,4033.25,4030,1.7,245,2916,105,384,556,1871
4033.26,6.9,4033.26,Urban,4033.26,Asian,4033.26,0.17613200306983884,0.01918649270913277,0.009976976208749041,0.5318495778971604,0.0,0.14428242517267845,6037403326,4033.26,7,"2,606","2,613",268,4033.26,2006,4.8,70,1270,161,304,272,533
4033.27,8.7,4033.27,Urban,4033.27,Asian,4033.27,0.2883043014575187,0.0405261286882332,0.017774617845716316,0.3416281549946676,0.002488446498400284,0.14681834340561678,6037403327,4033.27,15,"2,813","2,828",530,4033.27,1963,3.2,58,1364,89,269,480,526
4033.28,4.0,4033.28,Urban,4033.28,Asian,4033.28,0.1918800539083558,0.02055256064690027,0.0047169811320754715,0.5852425876010782,0.002526954177897574,0.08844339622641509,6037403328,4033.28,16,"5,936","5,952",269,4033.28,4591,4.3,301,3233,155,628,905,1545
4034.03,4.6,4034.03,Urban,4034.03,Asian,4034.03,0.10652631578947368,0.01936842105263158,0.001894736842105263,0.7549473684210526,0.0016842105263157896,0.041473684210526315,6037403403,4034.03,9,"4,750","4,759",189,4034.03,4468,4.2,225,2453,176,231,432,1614
4034.04,8.4,4034.04,Urban,4034.04,Asian,4034.04,0.14231896190874843,0.02888237756383424,0.0012557555462536626,0.6873168689828381,0.002092925910422771,0.0594390958560067,6037403404,4034.04,2,"2,389","2,391",84,4034.04,2027,10.4,112,1205,37,138,284,746
4034.07,6.2,4034.07,Urban,4034.07,Asian,4034.07,0.05779889152810768,0.013064133016627079,0.0,0.8408551068883611,0.0011876484560570072,0.02454473475851148,6037403407,4034.07,4,"2,526","2,530",158,4034.07,2056,2.9,123,1488,47,42,246,1153
4034.08,4.4,4034.08,Urban,4034.08,Asian,4034.08,0.09996678844237794,0.04035204251079376,0.00631019594818997,0.6685486549319163,0.00016605778811026238,0.08037196944536698,6037403408,4034.08,9,"6,022","6,031",149,4034.08,5692,2.1,193,3720,242,395,1165,1918
4034.09,9.6,4034.09,Urban,4034.09,Asian,4034.09,0.16009501187648456,0.020665083135391924,0.0035629453681710215,0.6052256532066508,0.00047505938242280285,0.10380047505938242,6037403409,4034.09,10,"4,210","4,220",237,4034.09,3731,3.5,150,2363,108,354,605,1296
4035.0,6.1,4035.0,Urban,4035.0,White,4035.0,0.36816192560175054,0.027899343544857767,0.012582056892778994,0.3112691466083151,0.0005470459518599562,0.11214442013129103,6037403500,4035.0,3,"1,828","1,831",164,4035.0,1442,8.1,72,789,47,236,185,321
4036.01,8.8,4036.01,Urban,4036.01,White,4036.01,0.3593353984793016,0.02970994086172909,0.013939735285834975,0.1596733314559279,0.002252886510842016,0.21515066178541256,6037403601,4036.01,19,"7,102","7,121",267,4036.01,6023,6.0,386,3849,362,937,1390,1160
4037.03,10.9,4037.03,Urban,4037.03,White,4037.03,0.42420461634435436,0.029527968392597213,0.018714909544603867,0.1638594302349761,0.002079434393844874,0.1617799958411312,6037403703,4037.03,15,"4,809","4,824",311,4037.03,3884,5.5,173,2178,163,458,755,802
4037.21,12.7,4037.21,Urban,4037.21,White,4037.21,0.33155277214956713,0.03923374470436544,0.0232086940504697,0.12801620924663842,0.0011051759071652237,0.25308528274083625,6037403721,4037.21,20,"5,429","5,449",367,4037.21,4228,12.1,288,2594,309,721,1010,554
4037.22,14.8,4037.22,Urban,4037.22,Some Other Race,4037.22,0.2797721781152917,0.054366586123576116,0.023990334829133587,0.09803244735933725,0.0034518467380048328,0.3229202623403521,6037403722,4037.22,28,"5,794","5,822",481,4037.22,3893,7.4,293,2690,353,846,954,537
4038.01,14.0,4038.01,Urban,4038.01,White,4038.01,0.31184998424204224,0.04522533879609203,0.018121651433974158,0.14544595020485346,0.0025212732429877086,0.27607942010715414,6037403801,4038.01,24,"6,346","6,370",377,4038.01,4895,7.8,207,3766,302,992,1285,1187
4038.02,12.5,4038.02,Urban,4038.02,White,4038.02,0.37374082294690114,0.04456206248932901,0.024073757896534063,0.13044220590746117,0.0013658869728529965,0.2441522963974731,6037403802,4038.02,16,"5,857","5,873",272,4038.02,5396,7.4,408,3742,442,978,1286,1036
4039.01,12.1,4039.01,Urban,4039.01,White,4039.01,0.41244527829893685,0.02407754846779237,0.01876172607879925,0.11194496560350219,0.0012507817385866166,0.22326454033771106,6037403901,4039.01,7,"3,198","3,205",218,4039.01,2426,5.7,162,1633,176,494,510,453
4039.02,9.8,4039.02,Urban,4039.02,White,4039.02,0.45100778287766913,0.028337657154260627,0.017561364997006584,0.10417082418678907,0.0007982438635002994,0.21233286769107962,6037403902,4039.02,20,"5,011","5,031",398,4039.02,4015,5.4,217,2862,271,663,976,952
4041.0,9.9,4041.0,Urban,4041.0,Some Other Race,4041.0,0.24425615121394817,0.02444190972788007,0.04041062408342839,0.06599315626527619,0.00032589212970506764,0.3768942480039107,6037404100,4041.0,25,"6,137","6,162",406,4041.0,4787,5.1,319,3285,976,1004,917,388
4042.01,22.1,4042.01,Urban,4042.01,Some Other Race,4042.01,0.2670886075949367,0.05873417721518987,0.030886075949367087,0.0959493670886076,0.0007594936708860759,0.3518987341772152,6037404201,4042.01,18,"3,950","3,968",454,4042.01,2503,8.1,210,1789,236,495,376,682
4042.03,16.1,4042.03,Urban,4042.03,White,4042.03,0.35957937932803286,0.042575019235701464,0.019748653500897665,0.10130802769941011,0.0025647601949217746,0.26365734803795843,6037404203,4042.03,11,"3,899","3,910",281,4042.03,3810,5.7,628,1572,195,475,657,245
4043.01,24.3,4043.01,Urban,4043.01,Some Other Race,4043.01,0.20366300366300366,0.024175824175824177,0.048534798534798536,0.05695970695970696,0.0,0.460989010989011,6037404301,4043.01,30,"5,460","5,490",546,4043.01,3884,5.5,339,2477,771,901,575,230
4043.02,5.8,4043.02,Urban,4043.02,Some Other Race,4043.02,0.20770519262981574,0.01968174204355109,0.04103852596314908,0.05443886097152429,0.0016750418760469012,0.4183417085427136,6037404302,4043.02,11,"2,388","2,399",459,4043.02,1704,4.6,66,1150,209,342,350,249
4044.01,15.4,4044.01,Urban,4044.01,Some Other Race,4044.01,0.226941115164148,0.015372589890568004,0.026836894215737362,0.06409588327253778,0.0,0.41766545075560185,6037404401,4044.01,25,"3,838","3,863",647,4044.01,3050,5.5,156,2102,456,760,539,347
4044.02,7.6,4044.02,Urban,4044.02,Some Other Race,4044.02,0.24533915113050378,0.011701705672352241,0.027766759222530742,0.11880206267354225,0.0017850059500198333,0.3809996033320111,6037404402,4044.02,19,"5,042","5,061",375,4044.02,4348,8.3,381,2870,727,648,877,618
4045.03,10.3,4045.03,Urban,4045.03,Some Other Race,4045.03,0.20194239785666443,0.022438044206296047,0.029470864032150032,0.16945746818486268,0.003348961821835231,0.3864701942397857,6037404503,4045.03,10,"2,986","2,996",334,4045.03,2338,7.5,173,1618,280,365,508,465
4045.04,21.3,4045.04,Urban,4045.04,Some Other Race,4045.04,0.16139178297621387,0.02712797326518577,0.038136426184391586,0.10870847257715746,0.000982897582071948,0.3880479654020051,6037404504,4045.04,18,"5,087","5,105",353,4045.04,3908,5.9,238,2658,773,617,1018,250
4047.01,5.9,4047.01,Urban,4047.01,Some Other Race,4047.01,0.1610320284697509,0.005338078291814947,0.020284697508896797,0.22259786476868326,0.00035587188612099647,0.4085409252669039,6037404701,4047.01,25,"5,620","5,645",443,4047.01,4717,5.3,197,3164,1044,1033,724,363
4047.02,12.6,4047.02,Urban,4047.02,Some Other Race,4047.02,0.15365595196043802,0.013069586718474038,0.01501236312257153,0.24761568350406216,0.0012363122571529496,0.40215471564818084,6037404702,4047.02,25,"5,662","5,687",440,4047.02,4363,5.4,330,3083,658,828,961,636
4047.03,15.2,4047.03,Urban,4047.03,Some Other Race,4047.03,0.15453296703296704,0.0260989010989011,0.029532967032967032,0.11504120879120878,0.0,0.43956043956043955,6037404703,4047.03,16,"2,912","2,928",546,4047.03,2471,5.6,269,1626,515,529,338,244
4048.04,14.7,4048.04,Urban,4048.04,Some Other Race,4048.04,0.17892824704813806,0.01067211625794732,0.01226158038147139,0.23069936421435058,0.0009082652134423251,0.3887375113533152,6037404804,4048.04,22,"4,404","4,426",497,4048.04,3523,2.7,259,2503,719,586,705,493
4048.05,12.3,4048.05,Urban,4048.05,Some Other Race,4048.05,0.15336289726533628,0.007390983000739098,0.026607538802660754,0.2394678492239468,0.0,0.37250554323725055,6037404805,4048.05,12,"2,706","2,718",442,4048.05,2488,4.0,215,1815,458,507,484,366
4048.06,10.2,4048.06,Urban,4048.06,Some Other Race,4048.06,0.17416203469765876,0.019706922688226377,0.01819100555836281,0.17769917466734042,0.00067374094660603,0.45426983324911574,6037404806,4048.06,30,"5,937","5,967",503,4048.06,5057,7.9,340,3357,688,1189,976,504
4049.01,9.0,4049.01,Urban,4049.01,Some Other Race,4049.01,0.16347793142640651,0.006061754120098503,0.021973858685357076,0.21708656942602766,0.0005682894487592347,0.4273536654669445,6037404901,4049.01,18,"5,279","5,297",340,4049.01,5162,8.3,265,3570,1086,1041,943,500
4049.02,6.9,4049.02,Urban,4049.02,Some Other Race,4049.02,0.12865344467640918,0.003914405010438413,0.019832985386221295,0.3003653444676409,0.0010438413361169101,0.3572546972860125,6037404902,4049.02,12,"3,832","3,844",312,4049.02,3205,6.6,237,2055,475,636,583,361
4049.03,11.3,4049.03,Urban,4049.03,Some Other Race,4049.03,0.14989059080962802,0.009846827133479213,0.016411378555798686,0.2760758570386579,0.00036469730123997083,0.33150984682713347,6037404903,4049.03,7,"2,742","2,749",255,4049.03,1849,5.1,87,1357,208,492,402,255
4050.01,16.6,4050.01,Urban,4050.01,Some Other Race,4050.01,0.13955910432216628,0.006075334143377886,0.023259850720361047,0.13105363652143726,0.0003471619510501649,0.48463808366603023,6037405001,4050.01,27,"5,761","5,788",466,4050.01,4663,7.1,373,3159,1071,1003,807,278
4050.02,7.7,4050.02,Urban,4050.02,Some Other Race,4050.02,0.16021541568495457,0.006058566139347021,0.03736115785930663,0.14978121844496803,0.0003365870077415012,0.46516324469875464,6037405002,4050.02,21,"2,971","2,992",702,4050.02,2713,6.9,209,1743,637,557,394,155
4051.01,14.3,4051.01,Urban,4051.01,Some Other Race,4051.01,0.18093731461340715,0.007514336563179751,0.016808384417638916,0.18528771999209018,0.0005932370970931383,0.42594423571287326,6037405101,4051.01,20,"5,057","5,077",394,4051.01,4611,5.2,257,3142,1028,1096,746,272
4051.02,15.9,4051.02,Urban,4051.02,Some Other Race,4051.02,0.15355727102023783,0.009805967035259754,0.017316920509075736,0.21051533486334237,0.0008345503859795535,0.4041310244105988,6037405102,4051.02,14,"4,793","4,807",291,4051.02,4224,7.8,199,2671,920,956,466,329
4052.01,10.9,4052.01,Urban,4052.01,Some Other Race,4052.01,0.16747032640949555,0.017062314540059347,0.02614985163204748,0.18583086053412462,0.000370919881305638,0.42006676557863504,6037405201,4052.01,17,"5,392","5,409",314,4052.01,4023,7.4,274,2936,914,941,564,517
4052.02,17.0,4052.02,Urban,4052.02,Some Other Race,4052.02,0.14691458929301185,0.006334286881896199,0.019207192480588477,0.1845116469145893,0.003064977523498161,0.4311401716387413,6037405202,4052.02,35,"4,894","4,929",710,4052.02,4101,6.6,301,2778,842,785,910,241
4052.03,18.6,4052.03,Urban,4052.03,Some Other Race,4052.03,0.14033485540334856,0.010350076103500762,0.014003044140030441,0.26301369863013696,0.0006088280060882801,0.4085235920852359,6037405203,4052.03,13,"3,285","3,298",394,4052.03,2390,5.8,88,1578,326,517,494,241
4054.0,2.8,4054.0,Urban,4054.0,Some Other Race,4054.0,0.23137093454096336,0.01914368052696583,0.016055990119390694,0.1432688349114862,0.0022643062988884316,0.3419102511321532,6037405400,4054.0,14,"4,858","4,872",287,4054.0,4126,3.9,219,2744,508,878,780,578
4057.01,1.3,4057.01,Urban,4057.01,Some Other Race,4057.01,0.23074908328968047,0.028025144054478784,0.02750130958617077,0.13724463069669984,0.001571503404924044,0.3603981141959141,6037405701,4057.01,11,"3,818","3,829",287,4057.01,3085,6.7,197,2323,339,653,760,571
4057.02,6.4,4057.02,Urban,4057.02,Some Other Race,4057.02,0.21154210028382214,0.024976348155156102,0.02705771050141911,0.18524124881740775,0.001892147587511826,0.3152317880794702,6037405702,4057.02,21,"5,285","5,306",396,4057.02,4302,6.1,411,2852,403,1006,762,681
4059.0,4.8,4059.0,Urban,4059.0,White,4059.0,0.2808048835631924,0.03866154193985982,0.012434998869545558,0.15871580375310876,0.003391363328057879,0.2776396111236717,6037405900,4059.0,21,"4,423","4,444",473,4059.0,3187,7.3,301,2058,326,430,823,479
4061.01,6.3,4061.01,Urban,4061.01,White,4061.01,0.3446832263466369,0.025955902874686018,0.02065308400781468,0.1523862684900921,0.0016745743790120011,0.2430923806865755,6037406101,4061.01,12,"3,583","3,595",334,4061.01,2426,10.1,208,1701,103,316,661,621
4061.03,11.6,4061.03,Urban,4061.03,White,4061.03,0.3109062612235125,0.03807015443553215,0.020711121752663715,0.12713994971866396,0.0015563270681192387,0.2769065006584461,6037406103,4061.03,24,"8,353","8,377",287,4061.03,6320,7.0,424,4212,476,1198,1604,934
4064.13,5.4,4064.13,Urban,4064.13,Some Other Race,4064.13,0.24140833216439894,0.030018235376630665,0.024126806003647076,0.23565717491934352,0.0019638097909945294,0.2423902370598962,6037406413,4064.13,29,"7,129","7,158",405,4064.13,5180,6.9,289,3344,334,844,955,1211
4067.01,3.9,4067.01,Urban,4067.01,Some Other Race,4067.01,0.17609254498714652,0.05173521850899743,0.009318766066838046,0.24453727506426734,0.002249357326478149,0.3116966580976864,6037406701,4067.01,10,"3,112","3,122",320,4067.01,2695,5.5,120,1725,199,451,530,545
4067.02,5.9,4067.02,Urban,4067.02,Some Other Race,4067.02,0.19417613636363637,0.04943181818181818,0.016477272727272726,0.2532670454545455,0.0019886363636363634,0.30298295454545454,6037406702,4067.02,27,"7,040","7,067",382,4067.02,5172,8.3,272,3478,360,1007,1055,1056
4068.01,6.8,4068.01,Urban,4068.01,Asian,4068.01,0.20248347686761467,0.025635890246344883,0.012817945123172442,0.29421189665531744,0.002403364710594833,0.28740236330863206,6037406801,4068.01,24,"4,993","5,017",478,4068.01,4282,8.3,226,2669,380,810,974,505
4069.03,11.0,4069.03,Urban,4069.03,Some Other Race,4069.03,0.15944451588015945,0.025974025974025976,0.02533110453902533,0.18683296901118684,0.002828854314002829,0.39243924392439244,6037406903,4069.03,34,"7,777","7,811",435,4069.03,6479,6.2,309,4057,862,1066,1297,832
4070.01,14.4,4070.01,Urban,4070.01,Some Other Race,4070.01,0.13426996265338786,0.009069891516983817,0.023297172327938823,0.11986484083229593,0.0026676151520540637,0.4853281166637026,6037407001,4070.01,20,"5,623","5,643",354,4070.01,5028,8.9,437,3310,845,1264,696,505
4070.02,11.1,4070.02,Urban,4070.02,Some Other Race,4070.02,0.1326416152551879,0.01065619742007852,0.026360067302299495,0.15030846887268648,0.0011217049915872126,0.4085810431856422,6037407002,4070.02,24,"3,566","3,590",669,4070.02,2829,8.8,226,1858,586,616,350,306
4072.01,12.7,4072.01,Urban,4072.01,Some Other Race,4072.01,0.18701937865272225,0.009227929867733005,0.026760996616425715,0.09720086127345433,0.00030759766225776686,0.4730852045524454,6037407201,4072.01,10,"3,251","3,261",307,4072.01,3099,8.0,316,1860,604,453,450,353
4072.02,22.4,4072.02,Urban,4072.02,Some Other Race,4072.02,0.16334440753045404,0.008859357696566999,0.027408637873754152,0.08859357696567,0.0008305647840531562,0.5038759689922481,6037407202,4072.02,33,"3,612","3,645",905,4072.02,2806,5.0,153,1816,521,818,302,175
4073.01,7.4,4073.01,Urban,4073.01,Some Other Race,4073.01,0.14870455040278685,0.010668408447637709,0.023296320487698672,0.1545830611800566,0.00021772262138036142,0.4221641628565208,6037407301,4073.01,18,"4,593","4,611",390,4073.01,3876,6.0,277,2527,482,695,854,496
4073.02,15.6,4073.02,Urban,4073.02,Some Other Race,4073.02,0.16977099236641222,0.007022900763358778,0.030534351145038167,0.13618320610687024,0.002748091603053435,0.47419847328244275,6037407302,4073.02,15,"3,275","3,290",456,4073.02,2622,4.6,214,1704,526,548,507,123
4075.01,10.6,4075.01,Urban,4075.01,Some Other Race,4075.01,0.13700787401574804,0.01687289088863892,0.03082114735658043,0.14623172103487064,0.0017997750281214847,0.46906636670416196,6037407501,4075.01,14,"4,445","4,459",314,4075.01,3486,3.2,187,2586,810,901,419,456
4075.02,8.6,4075.02,Urban,4075.02,Some Other Race,4075.02,0.1732477788746298,0.005429417571569595,0.022458045409674235,0.13376110562685095,0.0022211253701875616,0.47877591312931883,6037407502,4075.02,15,"4,052","4,067",369,4075.02,3279,6.5,216,2253,611,761,600,281
4076.01,25.2,4076.01,Urban,4076.01,Some Other Race,4076.01,0.14015858208955223,0.020755597014925374,0.018889925373134327,0.13129664179104478,0.0037313432835820895,0.48111007462686567,6037407601,4076.01,24,"4,288","4,312",557,4076.01,3301,10.5,366,2346,731,824,581,210
4076.02,4.7,4076.02,Urban,4076.02,Some Other Race,4076.02,0.1722936763129689,0.012593783494105037,0.01527331189710611,0.13719185423365488,0.0010718113612004287,0.4702572347266881,6037407602,4076.02,11,"3,732","3,743",294,4076.02,3755,13.5,333,2526,706,880,672,268
