Estimate!!Total!!Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level,Estimate!!Unemployment rate!!Population 16 years and over,Tract Number
9,2.8,466.01
135,8.7,466.02
692,7.0,467
280,4.7,468
126,16.3,469
148,8.6,470
70,8.4,472.01
242,10.2,472.02
175,3.2,479.01
237,3.8,479.02
418,6.0,481
131,1.2,482
237,3.9,483
226,8.3,487
254,7.0,488
254,10.8,489.01
508,9.0,489.02
155,2.8,490.01
32,5.5,490.02
282,5.5,491.01
184,4.0,491.02
69,5.5,494
388,15.7,495.01
654,30.6,495.02
211,5.1,496
53,4.7,497.01
51,17.4,497.02
259,6.6,498
319,11.9,503.01
33,1.3,503.02
75,2.0,504.01
235,12.4,504.02
138,6.3,505.01
159,6.8,505.02
49,1.6,505.03
361,5.0,506
479,7.2,507.01
509,3.3,507.02
151,1.3,509.01
273,6.9,509.02
346,11.9,511
579,5.9,512
162,12.3,513.01
360,4.6,513.02
52,0.0,514.01
0,5.4,514.02
21,0.0,9401
698,12.6,9404
119,7.3,9405
89,5.5,9406
188,7.9,9407
161,8.0,9408
103,6.3,9409
138,9.9,9410.01
190,9.4,9410.02
118,8.5,9411
258,11.0,9412
248,7.8,9413
413,6.8,9414
452,4.5,9415
0,-,9800.04
0,-,9810
163,5.4,1
188,5.1,2
112,4.3,3
501,5.4,4
343,3.7,5.01
18,1.9,5.02
208,16.0,6
82,0.0,7
251,0.8,8
136,5.8,11.02
284,5.6,11.03
365,6.7,12.01
407,5.4,12.02
444,3.3,13
214,2.8,14
123,2.5,15
51,0.8,16.01
66,8.2,16.02
420,6.9,17.01
376,2.1,17.02
496,4.4,18
305,4.9,19
219,5.5,20
364,5.4,21
586,4.9,22
77,2.5,23
164,5.7,24
11,4.3,25
60,3.9,26
688,4.7,27
638,12.9,28
324,10.5,29
519,16.6,30.01
185,0.7,30.02
244,4.7,31.01
348,7.2,31.02
716,8.4,32.02
486,6.3,32.03
947,8.9,32.04
125,9.0,33
271,4.7,34
339,4.4,35.01
119,5.6,35.02
378,7.5,36
675,9.8,37
305,5.7,38
90,7.0,39
166,4.8,40.05
189,6.2,40.06
161,7.2,40.08
134,1.5,40.11
191,3.3,40.12
288,2.8,40.13
138,12.4,40.14
65,4.9,40.15
146,8.4,40.16
195,4.4,40.17
110,2.3,40.18
206,0.0,40.19
209,4.9,40.20
540,11.1,41
344,8.7,42.01
804,15.6,42.02
585,5.9,42.03
569,9.8,43.01
620,20.0,43.02
713,16.6,44.01
738,14.4,44.02
769,8.5,45.01
735,10.5,45.02
1004,12.2,46.02
342,0.7,46.03
634,11.2,46.04
470,7.1,47.01
615,16.0,47.02
523,7.4,48.01
1034,14.8,48.02
350,8.9,49.04
436,6.8,49.06
368,20.5,49.07
361,7.6,49.08
206,1.3,49.09
435,4.8,49.10
1275,17.0,50.02
537,20.2,50.03
242,16.4,50.04
551,11.7,51.01
255,9.9,51.02
595,14.1,52.01
455,9.8,52.02
173,4.9,52.04
731,15.5,52.05
564,16.1,53.01
461,2.2,54.02
672,1.8,54.03
267,1.6,54.04
987,7.9,55.02
561,15.9,55.05
970,10.7,55.06
637,7.7,55.08
422,7.7,55.09
745,15.8,55.10
801,9.1,56.01
558,8.7,56.05
365,11.1,56.06
98,5.4,57.01
65,3.2,57.02
213,5.3,58.01
52,2.0,58.03
65,4.0,58.04
201,2.3,59.01
411,4.2,59.03
394,17.2,59.04
479,6.7,60.02
720,8.8,60.03
68,0.0,60.04
578,9.2,61.01
423,7.4,61.02
476,7.5,62.02
635,10.6,62.03
649,3.3,62.04
842,16.3,63
493,9.3,64
866,10.6,65.01
228,0.9,65.02
899,10.7,66
539,7.4,67.03
532,14.3,67.04
573,8.4,67.05
153,7.8,67.06
105,12.5,68.01
401,7.8,68.02
309,6.7,68.03
279,19.3,69.01
637,11.5,69.02
570,7.0,70.01
350,3.5,70.07
359,6.8,70.10
597,6.2,70.11
214,5.1,70.12
115,7.9,70.13
331,2.6,70.16
106,4.3,70.17
487,5.3,70.19
143,3.0,70.20
179,13.8,70.21
359,14.6,70.22
108,4.9,70.23
217,3.5,70.24
181,3.7,70.25
111,0.4,70.26
76,3.1,70.27
253,4.2,70.28
0,0.0,71.01
133,8.3,71.03
320,5.6,71.05
84,3.5,71.06
108,1.3,71.07
99,3.5,71.08
50,7.6,71.09
41,1.1,71.10
85,1.7,71.11
541,5.0,72.02
146,7.3,72.04
215,5.4,72.06
618,4.2,72.07
201,8.1,72.08
198,4.0,72.09
710,6.5,73.01
506,4.7,74.02
449,5.1,74.03
1030,6.4,74.13
344,3.2,74.14
124,5.9,74.15
525,12.6,74.16
248,4.2,74.17
167,6.5,74.22
894,6.0,74.23
536,5.0,74.24
177,6.9,74.26
782,7.5,74.27
351,10.0,74.28
768,14.2,74.29
548,9.9,74.30
245,3.2,74.31
184,3.3,74.32
401,4.2,74.34
547,0.0,74.35
20,13.4,74.36
266,0.9,74.37
253,7.1,74.38
80,2.6,74.39
557,5.4,75.01
516,2.3,75.03
212,2.9,75.04
302,1.9,76.02
239,2.8,76.03
287,3.1,76.04
862,15.2,77.01
160,6.7,77.02
521,2.9,78.01
96,4.8,78.02
181,5.3,79.03
314,6.7,79.04
112,2.9,79.05
111,4.5,79.06
151,2.4,80.05
165,4.5,80.06
245,4.6,80.07
195,1.6,80.08
270,6.3,80.09
140,6.8,80.10
202,9.1,81.11
258,5.3,81.13
176,5.8,81.17
400,5.0,81.19
233,4.2,81.20
223,3.6,81.22
143,3.3,81.24
91,3.3,81.25
224,3.0,81.27
209,5.3,81.28
200,13.7,81.29
163,8.5,81.30
404,6.5,81.31
112,3.4,81.32
124,7.3,81.33
340,11.1,81.34
410,2.6,81.35
117,7.1,81.36
106,3.7,81.37
460,5.9,81.38
586,5.2,81.39
85,5.6,81.40
838,11.5,81.41
236,1.4,81.42
288,7.7,81.43
82,9.3,81.44
389,5.9,81.45
338,6.7,82.03
122,3.5,82.04
301,4.2,82.06
101,3.3,82.07
315,5.2,82.08
127,1.2,82.09
67,0.0,82.10
128,8.0,82.11
183,5.7,84.02
325,0.5,84.03
472,8.4,84.04
91,2.7,85.01
181,3.2,85.04
20,2.1,85.05
65,4.9,85.06
60,3.3,85.07
377,4.9,85.08
63,1.4,85.09
42,4.1,85.10
8,4.0,85.12
76,12.7,85.13
104,1.7,86.01
133,7.4,86.02
33,0.4,87.02
161,9.2,87.03
105,3.3,87.04
0,0.0,87.06
174,7.5,87.07
90,13.9,87.08
110,1.9,88.02
164,9.4,88.03
192,7.8,89.05
518,6.2,89.07
331,6.2,89.08
275,10.7,89.09
117,2.9,89.10
305,6.2,89.11
112,5.5,89.12
116,11.6,89.13
481,4.3,90.04
327,15.1,90.05
446,7.2,90.06
159,0.2,90.07
545,10.7,90.08
368,6.2,90.10
107,1.7,90.11
138,5.0,91.03
198,3.1,91.05
294,1.5,91.06
147,5.2,91.07
188,0.7,91.08
248,5.8,91.09
371,14.5,91.10
561,5.5,91.11
384,7.3,91.12
388,5.3,92.01
261,5.3,93.07
223,3.6,93.08
107,6.2,93.09
315,2.3,93.10
322,8.1,93.11
607,7.6,93.12
652,10.7,93.14
564,8.0,93.16
409,4.9,93.17
158,6.0,93.18
257,6.8,93.19
439,9.5,93.20
370,4.9,93.21
249,4.9,93.23
168,1.5,93.26
273,9.3,93.28
278,4.3,93.29
68,0.4,93.30
179,5.4,93.31
219,1.9,93.32
122,6.8,93.33
77,6.4,93.34
494,4.1,93.35
89,3.4,93.36
161,6.2,94.03
348,4.2,94.04
84,15.1,94.06
62,1.8,94.08
110,8.4,94.09
148,4.2,94.10
107,6.6,95.01
546,7.6,95.02
340,10.4,95.03
280,13.3,95.04
515,6.5,96.01
919,9.0,96.08
422,4.0,96.09
464,6.0,96.10
184,11.9,96.11
291,4.6,96.12
196,8.3,96.14
204,11.5,96.16
135,4.5,96.17
286,2.2,96.18
77,4.0,96.22
384,9.9,96.32
425,16.0,96.33
482,6.5,96.34
347,3.4,96.35
377,7.2,96.37
311,12.8,96.39
475,10.9,96.40
553,9.9,96.41
0,0.0,96.42
97,11.3,96.43
99,3.0,96.44
288,3.1,96.45
39,3.8,96.46
345,3.9,96.47
633,0.7,96.48
204,2.4,96.49
141,0.9,96.50
122,0.0,96.51
0,5.1,96.52
157,1.6,96.53
144,3.1,98
219,6.3,99
0,0.0,9883
215,6.3,1
256,3.6,2
330,11.6,3
400,11.7,4
232,15.3,5.01
240,4.3,5.02
261,5.9,6.01
141,1.5,6.02
416,10.2,7.01
133,6.6,7.02
30,3.5,8.01
91,7.2,8.02
165,5.4,1.03
434,7.4,1.04
264,3.3,1.05
102,6.1,1.07
278,5.2,1.08
665,5.9,1.09
114,7.3,1.11
310,0.7,1.15
139,3.2,1.17
16,6.1,1.18
154,6.3,1.19
417,4.5,1.20
339,5.4,1.21
79,6.8,1.22
262,4.3,2.01
284,8.1,2.03
141,3.1,2.05
531,5.9,2.07
74,7.2,2.08
1019,5.7,3.04
1076,10.6,3.05
351,13.3,3.06
493,21.5,3.07
554,5.6,3.08
279,5.4,4.01
325,6.4,4.03
120,4.6,4.04
455,3.9,5.01
183,6.1,5.03
79,1.5,5.04
199,6.0,6.03
178,4.5,6.04
514,6.0,6.05
124,5.6,6.06
84,2.2,8.04
293,5.2,8.08
22,3.2,8.12
69,4.7,8.13
65,3.1,8.14
37,5.4,8.15
129,8.3,8.16
321,6.9,8.17
275,2.4,8.18
175,2.1,8.19
57,1.8,8.20
516,2.0,8.21
590,6.7,8.23
552,7.7,8.24
292,7.5,8.25
179,3.4,8.26
484,2.1,9.01
395,12.3,9.03
416,3.7,9.04
243,13.5,10.01
563,2.9,10.02
234,4.8,11.01
356,7.7,11.03
251,3.2,11.04
375,4.8,12
1026,10.9,13.05
99,7.7,13.07
366,8.1,13.08
103,5.5,13.09
126,6.1,13.10
94,4.8,13.11
110,4.8,13.12
407,7.0,14
415,6.5,15.01
538,7.4,15.03
809,8.2,15.04
498,6.7,16
449,5.3,17.02
225,3.3,17.03
317,9.0,17.04
392,6.6,17.06
180,7.8,17.07
126,8.7,18.03
212,6.0,18.04
222,3.5,18.06
113,3.6,18.08
259,8.1,18.09
455,7.5,18.10
192,3.2,18.12
440,7.3,18.13
35,5.6,19.01
539,6.9,19.06
428,12.3,19.07
37,0.0,19.08
27,0.0,19.09
241,11.3,19.10
268,2.7,19.11
100,0.9,20.11
96,2.1,20.13
68,2.5,20.14
155,5.9,20.15
143,9.5,20.16
60,4.8,20.17
178,7.4,20.18
223,6.5,20.19
114,4.8,20.21
291,5.4,20.23
111,11.0,20.25
308,4.5,20.27
233,5.1,20.28
80,1.7,20.29
110,4.6,20.31
361,10.3,20.35
117,4.1,20.37
126,2.0,20.38
116,2.7,20.39
81,4.6,20.40
116,5.8,20.41
0,0.0,20.42
171,4.2,20.43
231,4.4,20.44
114,8.0,20.45
33,2.3,20.46
169,3.2,20.47
88,2.6,20.48
97,5.1,20.49
286,3.3,20.50
117,4.7,20.51
677,12.2,21.01
602,10.0,21.03
318,5.4,21.05
546,8.4,21.07
848,3.3,21.09
203,8.5,21.11
134,5.3,21.12
231,11.1,22.04
90,4.5,22.06
250,9.1,22.07
156,10.6,23.06
404,6.8,23.07
382,8.8,23.08
156,0.0,23.09
542,5.8,23.10
321,1.6,23.11
75,6.2,23.12
83,4.9,23.13
11,0.0,23.14
226,0.0,23.15
468,11.6,24.03
288,6.4,24.04
397,3.3,24.05
292,11.8,24.06
648,4.2,25.01
173,11.0,25.03
220,12.0,25.04
618,8.7,26.02
164,5.9,26.04
283,5.2,26.06
145,8.1,26.08
265,6.5,26.09
194,6.4,26.10
40,5.4,26.11
345,2.0,27.03
334,6.0,27.05
464,10.0,27.06
102,12.3,27.07
142,2.2,27.08
54,5.0,27.09
412,2.6,28.01
387,6.3,28.03
794,5.5,28.04
411,5.3,29.01
217,7.6,29.02
382,2.4,30
186,6.0,31.01
939,8.1,31.02
108,7.8,32.01
212,1.3,32.02
248,11.9,33.01
606,10.3,33.02
736,7.3,34.01
180,2.7,34.03
529,10.9,34.04
492,7.5,34.05
363,12.0,35.03
899,20.2,35.05
268,6.7,35.06
105,4.8,35.07
776,15.9,35.09
749,5.5,35.10
131,8.4,36.03
162,12.9,36.05
204,0.0,36.06
398,11.9,36.07
575,8.9,36.09
476,6.3,36.11
425,13.0,36.12
323,9.4,37
346,12.6,38.01
423,13.3,38.03
204,13.5,38.04
287,10.4,39
552,8.8,40.01
537,4.3,40.03
430,8.1,40.04
523,13.8,41.01
902,14.5,41.03
999,20.6,41.04
686,7.6,42.01
610,4.6,42.02
247,7.4,43.01
660,15.2,43.02
201,9.8,44.01
373,2.6,44.03
531,8.2,44.04
328,4.9,45.03
609,5.1,45.05
580,11.1,45.07
479,8.8,45.09
517,13.8,45.10
150,5.7,45.11
119,3.8,45.12
551,8.4,46.01
1079,12.1,46.03
604,12.4,46.04
423,11.3,47
624,7.2,48
631,9.2,49.01
439,8.4,49.02
428,7.5,51.01
467,11.9,51.02
384,7.0,52
639,10.0,53
716,11.7,54
580,4.6,55.01
893,9.5,55.02
683,11.6,56.01
458,6.7,56.02
305,1.7,57.01
755,7.5,58
289,5.5,61.01
331,2.1,61.02
389,8.1,62.01
719,8.2,62.03
613,12.0,62.04
505,3.6,63.01
640,5.5,63.03
637,11.4,63.04
488,8.2,64.01
429,4.3,64.02
479,11.7,65.01
874,11.0,65.02
525,8.2,66.01
274,12.9,66.03
231,3.0,66.04
183,5.4,67
257,8.6,70.01
398,1.4,70.02
127,2.2,71.04
146,7.2,71.05
153,7.7,71.06
439,10.6,71.07
177,5.3,71.08
196,9.2,71.10
77,4.7,71.11
99,5.6,71.12
387,8.2,72.01
163,8.3,72.02
957,7.3,73.03
433,7.4,73.05
666,4.4,73.06
236,11.7,73.07
242,6.1,73.08
285,8.1,74.04
188,5.8,74.07
499,6.9,74.08
562,5.3,74.09
831,1.2,74.10
16,2.0,74.11
263,6.0,74.12
668,6.1,76.03
224,6.6,76.04
324,6.4,76.05
977,19.5,76.06
392,2.9,78
182,5.0,79.03
56,11.1,79.04
134,4.8,79.05
45,5.2,79.06
226,14.1,80.01
906,1.3,80.03
434,15.0,80.04
397,9.9,81
176,3.6,82.01
0,2.6,82.02
267,3.2,83.01
46,5.2,83.02
228,5.4,84.02
243,3.2,84.03
257,4.3,84.04
317,3.4,84.05
331,4.1,84.06
53,2.6,85.01
10,6.4,85.02
269,5.3,86.01
375,3.9,86.02
485,10.0,87.05
140,5.7,87.08
127,7.0,87.09
349,9.4,87.10
11,6.7,87.11
133,0.5,87.12
91,2.0,87.13
180,9.9,87.14
149,6.5,87.15
274,1.7,87.16
361,5.8,88
223,5.4,89.01
612,11.4,91.09
298,4.2,91.19
275,4.3,91.20
64,1.2,91.21
779,13.0,91.22
641,15.7,91.23
372,16.5,91.24
241,3.8,91.25
577,15.8,91.26
847,12.7,91.27
112,5.9,91.28
565,13.2,91.29
291,8.3,91.30
969,18.1,91.31
451,8.1,91.32
566,16.6,91.33
68,8.6,91.34
40,8.8,91.35
182,4.2,91.36
71,0.6,91.37
591,7.3,91.38
0,3.6,91.39
359,3.8,92.01
192,6.8,92.02
92,2.9,93
951,18.5,94
515,11.8,95.01
833,6.0,95.02
636,10.3,97.08
662,9.2,97.09
613,9.3,97.12
484,11.7,97.13
222,8.6,97.14
277,7.6,97.17
92,9.9,97.18
138,9.2,97.19
139,21.8,97.20
825,7.9,97.21
210,3.5,97.22
248,7.3,97.23
90,7.4,97.24
146,10.1,97.25
143,11.2,97.26
1497,13.7,97.27
866,18.7,98
517,12.9,99.06
162,9.3,99.08
389,6.6,99.10
906,11.6,99.11
1253,12.3,99.12
641,16.7,99.13
415,21.9,99.14
92,7.2,99.15
835,12.8,99.16
335,10.6,99.17
429,8.0,99.18
356,7.4,100.09
962,6.5,100.10
551,12.0,100.11
382,8.4,100.12
525,11.6,100.14
410,5.4,100.15
853,4.6,100.16
481,11.7,100.19
853,8.2,100.21
353,8.5,100.22
319,12.9,100.23
319,6.5,100.24
146,4.8,100.27
648,14.8,100.28
351,14.7,100.29
67,1.6,100.30
302,5.9,100.31
914,8.6,100.32
358,33.2,100.33
556,3.6,100.34
368,16.1,100.35
415,6.9,100.36
751,13.0,100.37
377,13.9,100.38
56,6.2,100.39
0,0.0,100.40
199,2.9,100.41
148,9.9,100.42
356,16.1,103
323,6.1,104.02
513,6.4,104.10
993,13.6,104.13
772,11.0,104.15
408,9.7,104.17
597,13.5,104.19
521,7.1,104.20
182,7.8,104.22
428,14.0,104.24
167,7.1,104.25
180,6.3,104.26
440,15.4,104.27
349,11.1,104.28
698,10.9,104.29
192,3.0,104.30
121,15.5,104.31
123,3.8,104.32
877,15.5,104.33
221,2.5,104.34
283,13.6,104.35
216,6.5,104.36
730,5.5,107
174,7.3,108.03
167,2.6,108.04
186,4.2,108.05
329,6.2,108.06
149,6.2,109.03
125,0.0,109.04
0,15.7,109.05
115,10.6,109.06
66,6.3,110.02
154,8.1,110.03
98,8.0,110.04
267,3.9,111.01
59,6.6,111.02
58,3.3,112.03
174,3.5,112.04
87,2.6,112.05
115,13.6,112.06
18,9.6,113
310,7.4,114.04
233,2.5,114.05
346,14.9,114.06
110,2.4,114.07
236,3.4,114.08
204,5.3,115
180,1.5,116.01
75,20.7,116.02
221,11.5,117
318,0.8,118.01
446,10.8,118.02
122,6.9,119
411,7.0,120.01
521,5.0,120.02
219,14.9,121.01
542,16.3,121.03
213,5.8,121.05
448,14.3,121.06
540,3.9,122.01
1,0.0,122.02
0,0.0,123
252,11.2,124
272,2.1,125
148,9.1,127
304,10.0,250
163,22.7,251
119,5.0,9401
0,-,9801
0,-,9802
59,2.0,1
120,3.8,2.01
108,4.1,2.02
218,1.9,3.01
246,3.4,3.02
238,7.0,4
221,5.7,5
247,2.9,6
158,2.3,7
344,4.3,8
260,4.1,9.01
68,2.7,9.02
277,3.3,10
112,3.0,11
134,9.0,12.01
443,1.2,12.02
247,0.9,13.01
130,0.6,13.02
296,5.2,14
142,4.0,15
753,7.7,16
293,6.3,17
222,0.0,18.01
315,7.9,18.02
179,0.8,19
28,8.1,20.01
183,4.8,20.02
333,7.2,21
462,14.3,22.01
650,5.6,22.02
394,4.6,23.01
850,9.9,23.02
532,5.7,24.01
727,9.5,24.02
561,11.7,25.01
1147,12.4,25.02
722,5.4,26.01
569,8.3,26.02
538,13.3,27.02
506,0.5,27.03
195,8.8,27.05
829,2.8,27.07
822,10.3,27.08
1160,14.2,27.09
250,5.8,27.10
129,11.5,27.11
846,11.4,27.12
801,12.3,28.01
305,4.4,28.03
1521,5.7,28.04
925,8.7,29.02
316,5.5,29.03
3437,12.5,29.04
528,4.8,29.05
197,9.4,30.01
395,14.3,30.03
481,15.3,30.04
326,7.3,31.01
406,7.7,31.03
286,4.3,31.05
295,8.3,31.07
128,11.8,31.08
137,7.5,31.09
583,6.0,31.11
107,2.8,31.12
169,10.2,31.13
245,8.3,31.14
545,8.6,31.15
251,11.1,32.01
239,6.0,32.02
192,5.9,32.04
95,12.3,32.07
419,7.1,32.08
178,7.8,32.09
51,6.6,32.11
116,4.7,32.12
227,1.9,32.13
125,12.4,32.14
344,6.7,33.01
481,7.3,33.03
369,7.1,33.04
1165,7.5,33.05
280,14.3,34.01
285,3.3,34.03
752,11.3,34.04
652,15.0,35.01
725,14.3,35.02
194,10.0,36.01
197,7.8,36.02
430,9.7,36.03
0,0.0,38
435,6.2,39.01
447,11.8,39.02
388,6.9,40
431,3.0,41.01
357,12.6,41.02
159,4.9,42
267,8.7,43
409,4.8,44
207,3.1,45.01
186,6.4,46
132,6.7,47
545,10.3,48
581,10.2,49
207,7.1,50
178,5.0,51.01
533,6.5,51.02
1079,18.8,51.03
299,3.0,52.01
871,9.5,52.02
247,2.5,53.01
160,0.0,53.02
103,2.2,54.01
65,4.1,54.02
76,18.0,54.03
0,0.0,55
280,0.0,56.01
242,3.6,56.02
280,13.0,57
142,7.5,58.01
114,3.8,58.02
283,6.3,59
454,2.2,60
132,6.7,61
0,0.0,62
0,2.6,63
592,15.0,65
111,15.5,66
253,4.2,68.01
691,5.4,68.02
335,2.9,69
132,4.2,70.02
101,1.7,71
130,3.1,72
101,2.3,73.02
123,1.6,73.03
454,2.1,73.04
153,7.5,74.01
189,1.0,74.02
409,1.0,75.01
248,3.6,75.02
279,2.7,76.01
24,0.0,76.02
174,1.8,77.01
291,3.5,77.02
150,0.5,78
357,5.3,79.05
447,3.1,79.07
187,3.5,79.08
333,3.5,79.10
337,4.6,79.11
88,4.7,79.12
60,0.0,80.02
256,1.8,80.03
111,1.3,80.06
137,5.1,81.01
67,14.4,81.02
78,1.3,82.01
23,0.0,82.02
43,0.7,83.01
214,2.9,83.03
205,2.3,83.05
41,5.5,83.06
424,7.9,83.07
328,6.4,83.10
47,3.5,83.11
125,7.1,83.12
63,5.7,83.13
279,4.9,83.24
227,9.0,83.27
359,7.4,83.28
91,4.5,83.30
28,5.0,83.31
27,4.7,83.36
104,6.8,83.37
681,8.3,83.39
973,4.5,83.43
136,3.7,83.44
198,12.4,83.45
56,4.5,83.46
106,3.4,83.47
261,2.0,83.48
56,2.7,83.49
196,2.6,83.50
168,3.7,83.51
399,6.0,83.52
206,6.5,83.53
85,5.8,83.55
303,3.4,83.56
505,2.9,83.57
337,7.7,83.58
390,4.4,83.59
372,4.4,83.60
725,6.3,83.61
253,8.5,83.62
1598,9.6,83.63
1395,1.2,83.64
41,1.1,83.65
89,3.8,83.66
187,9.0,83.67
148,3.9,83.68
56,2.1,83.69
93,2.2,83.70
71,7.4,83.71
0,4.3,83.72
75,0.0,83.73
6,3.6,83.74
646,3.4,83.75
1364,9.8,83.76
740,9.3,83.77
299,0.0,83.78
1489,10.1,83.79
444,5.7,83.80
103,2.0,83.81
300,1.2,85.01
562,5.7,85.02
459,3.3,85.03
361,4.3,85.04
445,2.4,85.05
185,9.2,85.06
384,3.0,85.07
237,3.7,85.09
411,8.4,85.10
306,7.6,85.11
184,6.7,85.12
28,6.3,85.13
758,8.8,86
311,9.0,87.01
489,5.7,87.02
647,7.5,88
710,7.3,89.01
132,7.3,89.02
340,5.3,90
252,3.5,91.01
482,2.3,91.02
101,4.2,91.03
22,1.8,91.04
880,1.6,91.07
78,7.8,91.08
21,6.0,91.09
538,5.7,92.01
239,6.6,92.03
82,6.7,92.04
578,9.0,93.01
173,12.9,93.05
306,9.4,93.06
253,4.6,93.07
143,7.9,93.08
68,13.1,94
196,6.6,95.02
73,0.7,95.04
311,3.0,95.05
50,2.4,95.06
169,4.1,95.07
198,1.5,95.09
246,11.9,95.10
114,5.8,95.11
156,3.1,96.02
657,0.5,96.03
225,7.9,96.04
103,3.2,97.03
248,6.4,97.04
186,2.7,97.05
157,8.1,97.06
74,0.0,98.01
380,4.4,98.02
112,3.2,98.04
92,2.5,98.05
0,0.0,99.01
0,-,99.02
135,7.9,100.01
160,6.1,100.03
277,10.6,100.04
1140,10.0,100.05
451,6.9,100.09
306,8.7,100.10
157,7.4,100.11
332,11.3,100.12
517,12.5,100.13
142,9.7,100.15
0,-,100.16
110,5.6,100.17
43,8.9,100.18
0,6.2,100.19
756,8.8,101.03
183,5.5,101.04
477,12.6,101.06
179,5.6,101.07
118,16.3,101.09
662,7.8,101.10
394,9.9,101.11
723,12.2,101.12
447,6.9,102.01
177,4.5,102.02
492,8.9,103
203,7.2,104.01
420,10.3,104.02
60,10.2,105.01
339,7.3,105.02
46,2.5,106.01
115,2.4,108
49,5.1,109
148,3.2,110
193,7.1,111
11,0.0,113
539,5.4,116.01
326,2.3,116.02
425,4.5,117
524,11.2,118.01
587,7.8,118.02
214,2.2,119.02
379,21.2,120.02
186,11.1,120.03
138,7.5,121.01
330,6.1,121.02
333,14.3,122
175,7.3,123.02
336,15.1,123.03
217,6.9,123.04
265,7.4,124.01
485,6.4,124.02
431,19.5,125.01
410,12.4,125.02
448,17.0,126
312,8.7,127
245,11.3,128
66,4.0,129
332,10.2,130
630,17.1,131.02
153,11.9,131.03
335,18.6,131.04
370,15.2,132.03
237,18.7,132.04
313,24.3,132.05
602,16.3,132.06
197,8.9,133.01
184,5.9,133.02
280,6.4,133.03
422,11.7,133.06
511,18.3,133.07
250,12.7,133.08
185,8.7,133.09
62,9.5,133.12
16,4.3,133.15
151,5.7,133.16
418,9.5,133.17
274,4.3,133.18
69,3.6,133.19
291,7.4,133.20
626,9.1,133.21
107,6.6,133.22
129,7.0,133.23
0,8.2,133.24
469,8.4,133.25
33,12.1,133.26
496,2.5,133.27
324,7.6,134.01
230,8.6,134.09
125,4.8,134.11
164,8.8,134.12
290,6.2,134.14
29,5.2,134.15
170,2.5,134.16
28,5.5,134.17
107,10.8,134.18
117,6.8,134.20
255,6.0,134.21
85,10.6,134.22
185,0.7,134.23
105,13.3,134.24
0,7.6,134.25
468,7.3,135.03
124,6.7,135.04
282,11.3,135.05
232,3.0,135.06
391,10.3,136.01
198,2.8,136.04
318,6.5,136.05
217,13.4,136.07
75,3.0,136.08
86,3.5,137.01
185,9.4,137.02
333,5.2,138.01
188,3.6,138.02
83,10.7,139.03
151,4.6,139.05
637,5.9,139.06
437,11.3,139.07
403,9.4,139.08
273,2.1,139.09
248,12.0,140.01
246,6.6,140.02
176,5.0,141.01
182,4.9,141.02
254,10.1,142
263,5.4,143
489,9.4,144
312,6.8,145
230,8.0,146.01
145,8.7,146.02
193,2.7,147.01
491,3.2,147.02
333,5.3,148.03
348,8.5,148.04
324,8.4,148.05
393,4.0,148.06
336,9.8,149.01
294,7.0,149.02
530,8.0,150.01
153,11.7,150.02
177,3.4,151
70,5.1,152
346,13.8,153.01
189,6.6,153.02
42,3.9,154.03
131,3.2,154.05
23,3.7,154.06
513,7.6,154.07
146,2.6,154.08
254,4.5,155.01
190,7.4,155.02
237,5.2,156.01
125,7.5,156.02
1320,8.3,157.01
185,3.4,157.04
611,9.6,157.05
451,18.2,157.06
322,8.3,158.01
393,11.7,158.02
490,6.3,159.01
524,8.8,159.02
176,11.3,160
182,2.1,161
42,7.6,162.01
601,8.6,162.02
823,12.0,163.01
845,6.5,163.02
337,3.1,164.01
491,9.2,164.03
526,24.6,164.04
964,2.6,165.02
268,12.9,165.03
629,11.5,165.04
80,6.9,166.06
299,2.9,166.07
132,3.1,166.08
229,5.8,166.09
261,5.5,166.10
41,14.8,166.13
401,7.4,166.14
110,3.4,166.15
321,9.5,166.16
217,7.1,166.17
113,6.5,166.18
173,4.6,166.19
121,3.7,166.20
121,3.5,166.21
55,8.7,167.03
308,4.9,167.04
224,6.2,167.05
376,10.3,167.06
419,10.8,168.04
170,3.9,168.06
84,6.0,168.07
203,4.6,168.09
101,3.9,168.10
165,7.7,168.11
136,5.3,168.12
120,4.1,168.13
250,4.5,169.01
194,3.0,169.02
12,6.9,170.06
206,4.8,170.09
46,6.6,170.10
9,7.2,170.14
145,3.0,170.18
49,4.1,170.20
236,8.8,170.21
243,2.6,170.22
58,3.2,170.31
114,5.5,170.33
175,8.3,170.34
365,5.9,170.35
93,7.1,170.36
122,6.9,170.37
166,2.6,170.39
35,8.6,170.40
98,9.9,170.41
373,6.7,170.43
48,2.9,170.44
50,5.2,170.45
111,5.4,170.46
5,2.7,170.47
281,4.6,170.48
174,6.2,170.49
141,4.2,170.50
62,5.6,170.51
136,2.5,170.52
49,10.8,170.53
67,2.0,170.54
80,2.4,170.55
71,3.6,170.56
88,0.0,170.57
381,7.1,170.58
156,16.0,170.59
75,16.6,170.60
37,1.3,170.61
370,2.9,170.62
16,7.7,170.63
0,2.0,170.64
173,3.9,170.65
64,3.5,170.66
39,10.6,170.67
144,8.3,170.68
49,5.0,170.69
105,8.1,170.70
63,6.8,170.71
11,3.5,171.04
